Cell name,Leiden cluster,Cell type,
YX_1009901013_O10,6,Muscle,
YX_1009901013_O11,4,Neoblast,
YX_1009901013_O13,4,Neoblast,
YX_1009901013_O14,15,Neoblast,
YX_1009901013_O15,20,Neural,
YX_1009901013_O16,46,Parenchymal,
YX_1009901013_O17,8,Epidermal_prog3,
YX_1009901013_O19,1,Neoblast,
YX_1009901013_O2,27,Neoblast,
YX_1009901013_O20,21,Parenchymal,
YX_1009901013_O21,1,Neoblast,
YX_1009901013_O4,2,Muscle,
YX_1009901013_O5,0,Muscle,
YX_1009901013_O9,0,Muscle,
YX_1009901013_P10,4,Neoblast,
YX_1009901013_P12,10,Muscle,
YX_1009901013_P13,3,Parenchymal,
YX_1009901013_P14,0,Muscle,
YX_1009901013_P15,23,Epidermal_prog1,
YX_1009901013_P17,11,Parenchymal,
YX_1009901013_P19,2,Parenchymal,
YX_1009901013_P21,13,Muscle,
YX_1009901013_P23,2,Cathepsin,
YX_1009901013_P3,9,Muscle,
YX_1009901013_P5,1,Neoblast,
YX_1009901013_P6,25,Neoblast,
YX_1009901013_P7,8,Epidermal_prog2,
YX_1009901013_P9,13,Muscle,
YX_1009901014_A1,11,Parenchymal,
YX_1009901014_A11,18,Neural,
YX_1009901014_A12,33,Parenchymal,
YX_1009901014_A14,24,Epidermal_prog2,
YX_1009901014_A19,24,Epidermal_prog2,
YX_1009901014_A20,11,Parenchymal,
YX_1009901014_A21,1,Neoblast,
YX_1009901014_A5,2,Parenchymal,
YX_1009901014_A6,24,Epidermal_prog2,
YX_1009901014_A7,25,Neoblast,
YX_1009901014_A8,21,Parenchymal,
YX_1009901014_B10,28,Neural,
YX_1009901014_B15,0,Muscle,
YX_1009901014_B16,2,Cathepsin,
YX_1009901014_B17,32,Intestine,
YX_1009901014_B18,12,Muscle,
YX_1009901014_B2,18,Neural,
YX_1009901014_B20,20,Neural,
YX_1009901014_B22,19,Neural,
YX_1009901014_B23,22,Muscle,
YX_1009901014_B24,6,Muscle,
YX_1009901014_B3,3,Parenchymal,
YX_1009901014_B5,5,Cathepsin,
YX_1009901014_B6,18,Neural,
YX_1009901014_B7,34,Neural,
YX_1009901014_B9,7,Neural,
YX_1009901014_C1,4,Neoblast,
YX_1009901014_C10,3,Parenchymal,
YX_1009901014_C11,20,Neural,
YX_1009901014_C12,9,Muscle,
YX_1009901014_C14,9,Muscle,
YX_1009901014_C15,13,Muscle,
YX_1009901014_C16,14,Parenchymal,
YX_1009901014_C17,42,Neural,
YX_1009901014_C21,24,Cathepsin,
YX_1009901014_C22,11,Parenchymal,
YX_1009901014_C3,11,Parenchymal,
YX_1009901014_C4,6,Muscle,
YX_1009901014_C5,19,Parenchymal,
YX_1009901014_C6,30,Neoblast,
YX_1009901014_C7,37,Cathepsin,
YX_1009901014_C9,6,Muscle,
YX_1009901014_D1,11,Parenchymal,
YX_1009901014_D11,23,Epidermal_prog1,
YX_1009901014_D12,15,Neoblast,
YX_1009901014_D13,15,Neoblast,
YX_1009901014_D14,40,Neural,
YX_1009901014_D15,12,Muscle,
YX_1009901014_D17,26,Neoblast,
YX_1009901014_D18,27,Neoblast,
YX_1009901014_D19,4,Neoblast,
YX_1009901014_D22,25,Neoblast,
YX_1009901014_D23,21,Parenchymal,
YX_1009901014_D24,42,Neural,
YX_1009901014_D5,6,Muscle,
YX_1009901014_D6,17,Neural,
YX_1009901014_D7,38,Muscle,
YX_1009901014_D8,24,Epidermal_prog2,
YX_1009901014_D9,6,Muscle,
YX_1009901014_E1,24,Parenchymal,
YX_1009901014_E11,12,Muscle,
YX_1009901014_E13,8,Epidermal_prog2,
YX_1009901014_E15,2,Cathepsin,
YX_1009901014_E16,19,Parenchymal,
YX_1009901014_E2,26,Neoblast,
YX_1009901014_E20,0,Muscle,
YX_1009901014_E22,18,Neural,
YX_1009901014_E23,9,Muscle,
YX_1009901014_E24,15,Neoblast,
YX_1009901014_E3,6,Muscle,
YX_1009901014_E4,24,Epidermal_prog2,
YX_1009901014_E5,15,Neoblast,
YX_1009901014_E6,18,Neural,
YX_1009901014_E8,2,Parenchymal,
YX_1009901014_F1,2,Cathepsin,
YX_1009901014_F10,2,Parenchymal,
YX_1009901014_F11,12,Muscle,
YX_1009901014_F12,0,Muscle,
YX_1009901014_F13,3,Parenchymal,
YX_1009901014_F16,2,Cathepsin,
YX_1009901014_F17,4,Neoblast,
YX_1009901014_F18,3,Parenchymal,
YX_1009901014_F19,5,Cathepsin,
YX_1009901014_F2,4,Neoblast,
YX_1009901014_F20,29,Neoblast,
YX_1009901014_F21,15,Epidermal_prog2,
YX_1009901014_F22,10,Muscle,
YX_1009901014_F4,2,Parenchymal,
YX_1009901014_F5,8,Epidermal2,
YX_1009901014_F7,21,Parenchymal,
YX_1009901014_F8,7,Neural,
YX_1009901014_G10,26,Neoblast,
YX_1009901014_G11,0,Muscle,
YX_1009901014_G12,6,Muscle,
YX_1009901014_G13,16,Epidermal1,
YX_1009901014_G14,11,Parenchymal,
YX_1009901014_G15,29,Muscle,
YX_1009901014_G16,13,Muscle,
YX_1009901014_G17,24,Cathepsin,
YX_1009901014_G18,9,Muscle,
YX_1009901014_G19,31,Parenchymal,
YX_1009901014_G20,12,Muscle,
YX_1009901014_G22,22,Muscle,
YX_1009901014_G24,11,Parenchymal,
YX_1009901014_G4,16,Epidermal1,
YX_1009901014_G5,0,Muscle,
YX_1009901014_G6,32,Neoblast,
YX_1009901014_G7,13,Muscle,
YX_1009901014_G8,8,Epidermal_prog3,
YX_1009901014_G9,2,Cathepsin,
YX_1009901014_H1,6,Muscle,
YX_1009901014_H10,16,Epidermal1,
YX_1009901014_H11,30,Neoblast,
YX_1009901014_H12,33,Muscle,
YX_1009901014_H15,33,Neural_KK7,
YX_1009901014_H16,9,Muscle,
YX_1009901014_H17,22,Muscle,
YX_1009901014_H18,21,Parenchymal,
YX_1009901014_H19,21,Parenchymal,
YX_1009901014_H2,35,Neural,
YX_1009901014_H22,9,Muscle,
YX_1009901014_H23,15,Neoblast,
YX_1009901014_H24,43,Neoblast,
YX_1009901014_H5,19,Neural,
YX_1009901014_H7,1,Neoblast,
YX_1009901014_H8,24,Parenchymal,
YX_1009901014_H9,19,Parenchymal,
YX_1009901014_I1,2,Cathepsin,
YX_1009901014_I12,23,Epidermal_prog1,
YX_1009901014_I13,2,Parenchymal,
YX_1009901014_I15,10,Muscle,
YX_1009901014_I16,0,Muscle,
YX_1009901014_I17,39,Neoblast,
YX_1009901014_I18,46,Parenchymal,
YX_1009901014_I20,14,Neural,
YX_1009901014_I21,12,Muscle,
YX_1009901014_I22,23,Epidermal_prog1,
YX_1009901014_I23,12,Muscle,
YX_1009901014_I24,0,Muscle,
YX_1009901014_I5,0,Muscle,
YX_1009901014_I6,16,Epidermal1,
YX_1009901014_I7,1,Neoblast,
YX_1009901014_I8,2,Cathepsin,
YX_1009901014_I9,0,Muscle,
YX_1009901014_J1,13,Muscle,
YX_1009901014_J10,22,Parenchymal,
YX_1009901014_J11,11,Parenchymal,
YX_1009901014_J13,10,Muscle,
YX_1009901014_J14,8,Epidermal_prog3,
YX_1009901014_J15,0,Muscle,
YX_1009901014_J16,9,Muscle,
YX_1009901014_J18,41,Muscle,
YX_1009901014_J19,13,Muscle,
YX_1009901014_J2,23,Epidermal_prog1,
YX_1009901014_J20,7,Neural,
YX_1009901014_J22,30,Neoblast,
YX_1009901014_J23,12,Muscle,
YX_1009901014_J24,10,Muscle,
YX_1009901014_J4,29,Neoblast,
YX_1009901014_J9,23,Epidermal_prog1,
YX_1009901014_K1,10,Muscle,
YX_1009901014_K10,1,Neoblast,
YX_1009901014_K11,20,Neural,
YX_1009901014_K12,8,Epidermal_prog3,
YX_1009901014_K13,29,Neoblast,
YX_1009901014_K14,10,Muscle,
YX_1009901014_K17,1,Neoblast,
YX_1009901014_K18,32,Intestine,
YX_1009901014_K19,0,Muscle,
YX_1009901014_K2,7,Neural,
YX_1009901014_K20,1,Neoblast,
YX_1009901014_K22,22,Muscle,
YX_1009901014_K23,38,Muscle,
YX_1009901014_K24,0,Muscle,
YX_1009901014_K3,3,Parenchymal,
YX_1009901014_K4,32,Intestine,
YX_1009901014_K5,11,Parenchymal,
YX_1009901014_K6,0,Muscle,
YX_1009901014_K7,6,Muscle,
YX_1009901014_K8,42,Neural,
YX_1009901014_L1,3,Parenchymal,
YX_1009901014_L10,23,Epidermal_prog1,
YX_1009901014_L11,24,Parenchymal,
YX_1009901014_L12,14,Neural,
YX_1009901014_L13,15,Neoblast,
YX_1009901014_L14,25,Neoblast,
YX_1009901014_L15,1,Neoblast,
YX_1009901014_L17,12,Muscle,
YX_1009901014_L19,30,Neoblast,
YX_1009901014_L2,6,Muscle,
YX_1009901014_L20,1,Neoblast,
YX_1009901014_L23,14,Neural,
YX_1009901014_L3,17,Muscle,
YX_1009901014_L4,4,Neoblast,
YX_1009901014_L5,22,Muscle,
YX_1009901014_L6,5,Cathepsin,
YX_1009901014_L7,2,Parenchymal,
YX_1009901014_L8,5,Cathepsin,
YX_1009901014_L9,15,Neoblast,
YX_1009901014_M1,5,Cathepsin,
YX_1009901014_M10,33,Neural_KK7,
YX_1009901014_M11,6,Muscle,
YX_1009901014_M13,1,Neoblast,
YX_1009901014_M14,13,Muscle,
YX_1009901014_M16,7,Neural,
YX_1009901014_M17,7,Neural,
YX_1009901014_M20,3,Parenchymal,
YX_1009901014_M21,26,Neoblast,
YX_1009901014_M23,9,Muscle,
YX_1009901014_M24,0,Muscle,
YX_1009901014_M3,3,Parenchymal,
YX_1009901014_M4,27,Neoblast,
YX_1009901014_M5,8,Epidermal_prog3,
YX_1009901014_M6,7,Neural,
YX_1009901014_M7,9,Muscle,
YX_1009901014_M8,46,Parenchymal,
YX_1009901014_M9,17,Neural,
YX_1009901014_N1,20,Neural,
YX_1009901014_N10,2,Cathepsin,
YX_1009901014_N11,32,Intestine,
YX_1009901014_N12,20,Neural,
YX_1009901014_N13,4,Neoblast,
YX_1009901014_N14,17,Neural,
YX_1009901014_N15,1,Neoblast,
YX_1009901014_N16,18,Neural,
YX_1009901014_N17,9,Muscle,
YX_1009901014_N18,1,Neoblast,
YX_1009901014_N2,41,Muscle,
YX_1009901014_N21,16,Epidermal2,
YX_1009901014_N22,6,Muscle,
YX_1009901014_N24,1,Neoblast,
YX_1009901014_N4,39,Neoblast,
YX_1009901014_N6,4,Neoblast,
YX_1009901014_N7,11,Parenchymal,
YX_1009901014_N8,6,Muscle,
YX_1009901014_N9,15,Neoblast,
YX_1009901014_O1,11,Parenchymal,
YX_1009901014_O10,7,Neural,
YX_1009901014_O12,3,Parenchymal,
YX_1009901014_O16,12,Muscle,
YX_1009901014_O17,13,Muscle,
YX_1009901014_O19,8,Gland,
YX_1009901014_O2,0,Muscle,
YX_1009901014_O20,33,Neural_KK7,
YX_1009901014_O21,21,Parenchymal,
YX_1009901014_O22,6,Muscle,
YX_1009901014_O23,16,Epidermal2,
YX_1009901014_O3,4,Neoblast,
YX_1009901014_O4,37,Cathepsin,
YX_1009901014_O7,14,Neural,
YX_1009901014_P1,39,Muscle,
YX_1009901014_P12,10,Muscle,
YX_1009901014_P13,20,Neural,
YX_1009901014_P14,20,Neural,
YX_1009901014_P15,2,Cathepsin,
YX_1009901014_P16,1,Neoblast,
YX_1009901014_P17,14,Neural,
YX_1009901014_P18,42,Neural,
YX_1009901014_P19,32,Neoblast,
YX_1009901014_P21,0,Muscle,
YX_1009901014_P22,25,Neoblast,
YX_1009901014_P23,0,Muscle,
YX_1009901014_P3,32,Neoblast,
YX_1009901014_P4,38,Muscle,
YX_1009901014_P6,12,Muscle,
YX_1009901014_P7,23,Epidermal_prog1,
YX_1009901014_P8,22,Muscle,
YX_1009901014_P9,25,Parenchymal,
YX_1009901015_A10,15,Neoblast,
YX_1009901015_A12,13,Muscle,
YX_1009901015_A13,34,Neural,
YX_1009901015_A14,12,Muscle,
YX_1009901015_A15,16,Muscle,
YX_1009901015_A16,4,Neoblast,
YX_1009901015_A17,15,Neoblast,
YX_1009901015_A19,7,Neural,
YX_1009901015_A2,2,Cathepsin,
YX_1009901015_A22,1,Neoblast,
YX_1009901015_A23,30,Neoblast,
YX_1009901015_A4,27,Neoblast,
YX_1009901015_A5,6,Muscle,
YX_1009901015_A6,11,Parenchymal,
YX_1009901015_A7,2,Cathepsin,
YX_1009901015_A8,7,Neural,
YX_1009901015_A9,16,Epidermal3,
YX_1009901015_B10,10,Muscle,
YX_1009901015_B12,6,Muscle,
YX_1009901015_B13,3,Parenchymal,
YX_1009901015_B14,20,Neural,
YX_1009901015_B15,15,Neoblast,
YX_1009901015_B16,18,Neural,
YX_1009901015_B18,25,Neoblast,
YX_1009901015_B19,3,Parenchymal,
YX_1009901015_B2,11,Parenchymal,
YX_1009901015_B21,6,Muscle,
YX_1009901015_B24,13,Muscle,
YX_1009901015_B6,36,Neural,
YX_1009901015_B7,3,Parenchymal,
YX_1009901015_B8,41,Muscle,
YX_1009901015_B9,23,Epidermal_prog1,
YX_1009901015_C1,0,Muscle,
YX_1009901015_C10,14,Neural,
YX_1009901015_C11,1,Neoblast,
YX_1009901015_C14,3,Parenchymal,
YX_1009901015_C15,37,Cathepsin,
YX_1009901015_C19,0,Muscle,
YX_1009901015_C2,2,Parenchymal,
YX_1009901015_C21,30,Neoblast,
YX_1009901015_C23,17,Neural,
YX_1009901015_C24,1,Neoblast,
YX_1009901015_C3,3,Parenchymal,
YX_1009901015_C4,15,Neoblast,
YX_1009901015_C5,1,Neoblast,
YX_1009901015_C6,22,Muscle,
YX_1009901015_C8,3,Parenchymal,
YX_1009901015_D1,30,Neoblast,
YX_1009901015_D10,15,Neoblast,
YX_1009901015_D11,19,Neural,
YX_1009901015_D13,14,Neural,
YX_1009901015_D15,19,Parenchymal,
YX_1009901015_D16,15,Neoblast,
YX_1009901015_D17,17,Neural,
YX_1009901015_D18,3,Parenchymal,
YX_1009901015_D19,34,Neural,
YX_1009901015_D2,3,Parenchymal,
YX_1009901015_D21,15,Epidermal_prog1,
YX_1009901015_D23,30,Neoblast,
YX_1009901015_D24,40,Neural,
YX_1009901015_D3,9,Muscle,
YX_1009901015_D4,30,Neoblast,
YX_1009901015_D5,30,Neoblast,
YX_1009901015_D6,16,Epidermal2,
YX_1009901015_D7,37,Cathepsin,
YX_1009901015_D8,13,Muscle,
YX_1009901015_E1,2,Cathepsin,
YX_1009901015_E12,14,Neural,
YX_1009901015_E14,3,Parenchymal,
YX_1009901015_E15,32,Intestine,
YX_1009901015_E17,11,Parenchymal,
YX_1009901015_E18,9,Muscle,
YX_1009901015_E19,7,Neural,
YX_1009901015_E2,5,Cathepsin,
YX_1009901015_E20,8,Epidermal_prog3,
YX_1009901015_E21,42,Neural,
YX_1009901015_E22,12,Muscle,
YX_1009901015_E23,6,Muscle,
YX_1009901015_E24,6,Muscle,
YX_1009901015_E3,1,Neoblast,
YX_1009901015_E4,8,Epidermal1,
YX_1009901015_E5,11,Parenchymal,
YX_1009901015_E6,16,Epidermal1,
YX_1009901015_E7,30,Neoblast,
YX_1009901015_E8,14,Neural,
YX_1009901015_F1,5,Cathepsin,
YX_1009901015_F10,22,Muscle,
YX_1009901015_F15,7,Neural,
YX_1009901015_F16,31,Neural,
YX_1009901015_F17,12,Muscle,
YX_1009901015_F18,20,Neural,
YX_1009901015_F19,7,Neural,
YX_1009901015_F2,17,Parenchymal,
YX_1009901015_F21,41,Muscle,
YX_1009901015_F24,29,Neoblast,
YX_1009901015_F6,30,Neoblast,
YX_1009901015_F7,6,Muscle,
YX_1009901015_G1,22,Muscle,
YX_1009901015_G10,45,Muscle,
YX_1009901015_G11,1,Neoblast,
YX_1009901015_G13,40,Neural,
YX_1009901015_G16,32,Intestine,
YX_1009901015_G17,2,Cathepsin,
YX_1009901015_G18,5,Cathepsin,
YX_1009901015_G19,22,Muscle,
YX_1009901015_G2,3,Parenchymal,
YX_1009901015_G20,7,Neural,
YX_1009901015_G21,27,Neoblast,
YX_1009901015_G23,5,Cathepsin,
YX_1009901015_G24,10,Muscle,
YX_1009901015_G5,27,Neoblast,
YX_1009901015_G6,30,Neoblast,
YX_1009901015_G7,12,Muscle,
YX_1009901015_H10,4,Neoblast,
YX_1009901015_H11,16,Epidermal2,
YX_1009901015_H12,10,Muscle,
YX_1009901015_H13,12,Muscle,
YX_1009901015_H14,10,Muscle,
YX_1009901015_H15,7,Neural,
YX_1009901015_H16,1,Neoblast,
YX_1009901015_H17,7,Neural,
YX_1009901015_H18,3,Parenchymal,
YX_1009901015_H19,24,Parenchymal,
YX_1009901015_H2,27,Neoblast,
YX_1009901015_H20,14,Neural,
YX_1009901015_H21,9,Muscle,
YX_1009901015_H22,3,Parenchymal,
YX_1009901015_H24,15,Neoblast,
YX_1009901015_H3,13,Muscle,
YX_1009901015_H4,1,Neoblast,
YX_1009901015_H5,11,Parenchymal,
YX_1009901015_H6,27,Neoblast,
YX_1009901015_H7,36,Neural,
YX_1009901015_I1,22,Muscle,
YX_1009901015_I11,17,Neural,
YX_1009901015_I12,16,Epidermal3,
YX_1009901015_I14,2,Cathepsin,
YX_1009901015_I15,14,Neural,
YX_1009901015_I17,42,Neural,
YX_1009901015_I19,10,Muscle,
YX_1009901015_I2,3,Parenchymal,
YX_1009901015_I20,18,Neural,
YX_1009901015_I22,18,Neural,
YX_1009901015_I23,23,Epidermal_prog1,
YX_1009901015_I24,14,Neural,
YX_1009901015_I3,8,Epidermal_prog3,
YX_1009901015_I4,31,Neural,
YX_1009901015_I5,18,Neural,
YX_1009901015_I6,26,Neoblast,
YX_1009901015_I7,39,Gland,
YX_1009901015_I8,1,Neoblast,
YX_1009901015_I9,27,Neoblast,
YX_1009901015_J1,0,Muscle,
YX_1009901015_J10,4,Neoblast,
YX_1009901015_J11,9,Muscle,
YX_1009901015_J12,7,Neural,
YX_1009901015_J13,19,Parenchymal,
YX_1009901015_J14,21,Epidermal_prog3,
YX_1009901015_J17,17,Parenchymal,
YX_1009901015_J18,44,Neural,
YX_1009901015_J19,3,Parenchymal,
YX_1009901015_J2,26,Neoblast,
YX_1009901015_J20,6,Muscle,
YX_1009901015_J21,2,Cathepsin,
YX_1009901015_J22,7,Neural,
YX_1009901015_J24,21,Parenchymal,
YX_1009901015_J3,29,Neoblast,
YX_1009901015_J4,18,Neural,
YX_1009901015_J6,41,Muscle,
YX_1009901015_J7,6,Muscle,
YX_1009901015_J8,25,Parenchymal,
YX_1009901015_J9,32,Intestine,
YX_1009901015_K1,21,Parenchymal,
YX_1009901015_K11,1,Neoblast,
YX_1009901015_K12,41,Muscle,
YX_1009901015_K14,14,Neural,
YX_1009901015_K15,27,Neoblast,
YX_1009901015_K16,5,Cathepsin,
YX_1009901015_K17,2,Parenchymal,
YX_1009901015_K18,7,Neural,
YX_1009901015_K19,16,Epidermal1,
YX_1009901015_K20,0,Muscle,
YX_1009901015_K21,2,Cathepsin,
YX_1009901015_K22,4,Neoblast,
YX_1009901015_K23,0,Muscle,
YX_1009901015_K24,5,Cathepsin,
YX_1009901015_K3,29,Neoblast,
YX_1009901015_K4,27,Neoblast,
YX_1009901015_K5,8,Epidermal_prog2,
YX_1009901015_K7,21,Parenchymal,
YX_1009901015_K8,22,Muscle,
YX_1009901015_L1,6,Muscle,
YX_1009901015_L11,11,Parenchymal,
YX_1009901015_L12,3,Parenchymal,
YX_1009901015_L13,23,Epidermal_prog1,
YX_1009901015_L15,2,Parenchymal,
YX_1009901015_L16,16,Epidermal1,
YX_1009901015_L17,1,Neoblast,
YX_1009901015_L18,21,Parenchymal,
YX_1009901015_L2,35,Neural,
YX_1009901015_L21,11,Parenchymal,
YX_1009901015_L22,14,Neural,
YX_1009901015_L23,12,Muscle,
YX_1009901015_L24,1,Neoblast,
YX_1009901015_L4,27,Neoblast,
YX_1009901015_L5,20,Neural,
YX_1009901015_L6,12,Muscle,
YX_1009901015_L7,23,Epidermal_prog1,
YX_1009901015_L8,41,Muscle,
YX_1009901015_L9,2,Parenchymal,
YX_1009901015_M1,5,Cathepsin,
YX_1009901015_M11,1,Neoblast,
YX_1009901015_M14,7,Neural,
YX_1009901015_M16,26,Neoblast,
YX_1009901015_M18,0,Muscle,
YX_1009901015_M2,1,Neoblast,
YX_1009901015_M20,12,Muscle,
YX_1009901015_M22,3,Parenchymal,
YX_1009901015_M23,43,Parenchymal,
YX_1009901015_M24,0,Muscle,
YX_1009901015_M3,27,Neoblast,
YX_1009901015_M4,23,Epidermal_prog1,
YX_1009901015_M5,11,Parenchymal,
YX_1009901015_M6,4,Neoblast,
YX_1009901015_M8,17,Parenchymal,
YX_1009901015_N10,31,Neural,
YX_1009901015_N11,9,Muscle,
YX_1009901015_N12,20,Neural,
YX_1009901015_N13,3,Parenchymal,
YX_1009901015_N14,5,Cathepsin,
YX_1009901015_N15,11,Parenchymal,
YX_1009901015_N17,31,Neural,
YX_1009901015_N18,2,Cathepsin,
YX_1009901015_N19,9,Muscle,
YX_1009901015_N2,36,Neural,
YX_1009901015_N20,7,Neural,
YX_1009901015_N21,4,Neoblast,
YX_1009901015_N22,7,Neural,
YX_1009901015_N23,27,Neoblast,
YX_1009901015_N24,6,Muscle,
YX_1009901015_N4,4,Neoblast,
YX_1009901015_N5,8,Epidermal_prog2,
YX_1009901015_N6,0,Muscle,
YX_1009901015_N8,4,Neoblast,
YX_1009901015_O1,3,Parenchymal,
YX_1009901015_O10,13,Muscle,
YX_1009901015_O11,34,Neural,
YX_1009901015_O12,4,Neoblast,
YX_1009901015_O13,21,Parenchymal,
YX_1009901015_O14,1,Neoblast,
YX_1009901015_O21,3,Parenchymal,
YX_1009901015_O22,22,Muscle,
YX_1009901015_O23,4,Neoblast,
YX_1009901015_O4,1,Neoblast,
YX_1009901015_O5,31,Neural,
YX_1009901015_O6,30,Neoblast,
YX_1009901015_O7,8,Epidermal_prog3,
YX_1009901015_O8,16,Epidermal1,
YX_1009901015_O9,3,Parenchymal,
YX_1009901015_P11,24,Epidermal_prog2,
YX_1009901015_P12,13,Muscle,
YX_1009901015_P23,13,Muscle,
YX_1009901015_P4,29,Neoblast,
YX_1009901015_P9,3,Parenchymal,
YX_1009901016_A10,19,Neural,
YX_1009901016_A11,24,Parenchymal,
YX_1009901016_A12,0,Muscle,
YX_1009901016_A13,1,Neoblast,
YX_1009901016_A14,3,Parenchymal,
YX_1009901016_A17,1,Neoblast,
YX_1009901016_A18,13,Muscle,
YX_1009901016_A19,4,Neoblast,
YX_1009901016_A2,4,Neoblast,
YX_1009901016_A20,15,Neoblast,
YX_1009901016_A21,19,Neural,
YX_1009901016_A22,7,Neural,
YX_1009901016_A23,2,Parenchymal,
YX_1009901016_A3,19,Neural,
YX_1009901016_A4,2,Parenchymal,
YX_1009901016_A5,2,Cathepsin,
YX_1009901016_A7,4,Neoblast,
YX_1009901016_A9,7,Neural,
YX_1009901016_B1,34,Neural,
YX_1009901016_B10,10,Muscle,
YX_1009901016_B11,3,Parenchymal,
YX_1009901016_B12,19,Neural,
YX_1009901016_B13,11,Parenchymal,
YX_1009901016_B14,35,Neural,
YX_1009901016_B15,26,Neoblast,
YX_1009901016_B16,29,Neoblast,
YX_1009901016_B18,2,Parenchymal,
YX_1009901016_B2,1,Neoblast,
YX_1009901016_B21,2,Cathepsin,
YX_1009901016_B22,1,Neoblast,
YX_1009901016_B23,19,Neural,
YX_1009901016_B24,20,Neural,
YX_1009901016_B3,11,Parenchymal,
YX_1009901016_B4,19,Neural,
YX_1009901016_B5,8,Epidermal_prog3,
YX_1009901016_B6,4,Neoblast,
YX_1009901016_B7,5,Cathepsin,
YX_1009901016_B9,27,Neoblast,
YX_1009901016_C1,39,Gland,
YX_1009901016_C10,9,Muscle,
YX_1009901016_C11,23,Epidermal_prog1,
YX_1009901016_C13,0,Muscle,
YX_1009901016_C15,22,Muscle,
YX_1009901016_C16,5,Cathepsin,
YX_1009901016_C17,33,Neural_KK7,
YX_1009901016_C18,0,Muscle,
YX_1009901016_C2,11,Parenchymal,
YX_1009901016_C21,10,Muscle,
YX_1009901016_C23,10,Muscle,
YX_1009901016_C24,6,Muscle,
YX_1009901016_C3,4,Neoblast,
YX_1009901016_C4,19,Neural,
YX_1009901016_C5,10,Muscle,
YX_1009901016_C6,13,Muscle,
YX_1009901016_C7,18,Neural,
YX_1009901016_C8,42,Neural,
YX_1009901016_C9,26,Neoblast,
YX_1009901016_D1,2,Parenchymal,
YX_1009901016_D10,6,Muscle,
YX_1009901016_D11,0,Muscle,
YX_1009901016_D13,18,Neural,
YX_1009901016_D14,18,Neural,
YX_1009901016_D15,11,Parenchymal,
YX_1009901016_D16,4,Neoblast,
YX_1009901016_D17,4,Neoblast,
YX_1009901016_D18,0,Muscle,
YX_1009901016_D19,23,Epidermal_prog1,
YX_1009901016_D2,36,Neural,
YX_1009901016_D21,3,Parenchymal,
YX_1009901016_D22,45,Muscle,
YX_1009901016_D23,4,Neoblast,
YX_1009901016_D24,3,Parenchymal,
YX_1009901016_D3,16,Epidermal2,
YX_1009901016_D4,6,Muscle,
YX_1009901016_D6,1,Neoblast,
YX_1009901016_D7,2,Cathepsin,
YX_1009901016_D9,15,Neoblast,
YX_1009901016_E1,2,Parenchymal,
YX_1009901016_E10,22,Muscle,
YX_1009901016_E11,23,Epidermal_prog1,
YX_1009901016_E12,23,Epidermal_prog1,
YX_1009901016_E13,19,Neural,
YX_1009901016_E14,1,Neoblast,
YX_1009901016_E17,1,Neoblast,
YX_1009901016_E18,15,Neoblast,
YX_1009901016_E2,11,Parenchymal,
YX_1009901016_E21,21,Parenchymal,
YX_1009901016_E24,26,Neoblast,
YX_1009901016_E4,18,Neural,
YX_1009901016_E5,13,Muscle,
YX_1009901016_E6,1,Neoblast,
YX_1009901016_E7,43,Parenchymal,
YX_1009901016_E8,19,Parenchymal,
YX_1009901016_E9,0,Muscle,
YX_1009901016_F1,33,Neural_KK7,
YX_1009901016_F10,39,Neoblast,
YX_1009901016_F12,3,Parenchymal,
YX_1009901016_F13,3,Parenchymal,
YX_1009901016_F14,9,Muscle,
YX_1009901016_F16,0,Muscle,
YX_1009901016_F17,0,Muscle,
YX_1009901016_F2,7,Neural,
YX_1009901016_F20,8,Epidermal_prog3,
YX_1009901016_F21,34,Neural,
YX_1009901016_F3,47,Muscle,
YX_1009901016_F4,10,Muscle,
YX_1009901016_F5,6,Muscle,
YX_1009901016_F7,11,Parenchymal,
YX_1009901016_F8,4,Neoblast,
YX_1009901016_F9,10,Muscle,
YX_1009901016_G1,1,Neoblast,
YX_1009901016_G10,1,Neoblast,
YX_1009901016_G12,10,Muscle,
YX_1009901016_G13,11,Parenchymal,
YX_1009901016_G15,3,Parenchymal,
YX_1009901016_G17,9,Muscle,
YX_1009901016_G18,10,Muscle,
YX_1009901016_G21,12,Muscle,
YX_1009901016_G22,5,Cathepsin,
YX_1009901016_G3,41,Muscle,
YX_1009901016_G4,14,Neural,
YX_1009901016_G5,1,Neoblast,
YX_1009901016_G7,10,Muscle,
YX_1009901016_G9,11,Parenchymal,
YX_1009901016_H10,1,Neoblast,
YX_1009901016_H12,40,Neural,
YX_1009901016_H13,20,Neural,
YX_1009901016_H14,14,Neural,
YX_1009901016_H15,1,Neoblast,
YX_1009901016_H16,5,Cathepsin,
YX_1009901016_H18,1,Neoblast,
YX_1009901016_H2,34,Neural,
YX_1009901016_H20,5,Cathepsin,
YX_1009901016_H21,5,Cathepsin,
YX_1009901016_H22,4,Neoblast,
YX_1009901016_H23,20,Neural,
YX_1009901016_H24,24,Parenchymal,
YX_1009901016_H3,18,Neural,
YX_1009901016_H4,1,Neoblast,
YX_1009901016_H6,8,Epidermal_prog3,
YX_1009901016_H7,24,Parenchymal,
YX_1009901016_H8,17,Neural,
