Cell name,Leiden cluster,Cell type,
YX_1009901010_C16,8,Epidermal_prog3,
YX_1009901010_C19,37,Cathepsin,
YX_1009901010_C2,43,Flame cells,
YX_1009901010_C20,30,Neoblast,
YX_1009901010_C21,23,Epidermal_prog1,
YX_1009901010_C22,7,Neural,
YX_1009901010_C24,10,Muscle,
YX_1009901010_C3,24,Parenchymal,
YX_1009901010_D1,1,Neoblast,
YX_1009901010_D11,7,Neural,
YX_1009901010_D13,7,Neural,
YX_1009901010_D14,17,Neural,
YX_1009901010_D15,17,Neural,
YX_1009901010_D16,2,Cathepsin,
YX_1009901010_D17,6,Muscle,
YX_1009901010_D18,22,Muscle,
YX_1009901010_D19,16,Epidermal2,
YX_1009901010_D2,4,Neoblast,
YX_1009901010_D21,15,Neoblast,
YX_1009901010_D22,4,Neoblast,
YX_1009901010_D3,19,Neural,
YX_1009901010_D4,17,Neural,
YX_1009901010_D5,28,Neural,
YX_1009901010_D7,7,Neural,
YX_1009901010_D9,2,Cathepsin,
YX_1009901010_E1,17,Neural,
YX_1009901010_E10,27,Neoblast,
YX_1009901010_E11,21,Parenchymal,
YX_1009901010_E12,4,Neoblast,
YX_1009901010_E14,9,Muscle,
YX_1009901010_E15,8,Epidermal_prog3,
YX_1009901010_E16,7,Neural,
YX_1009901010_E17,46,Parenchymal,
YX_1009901010_E18,39,Muscle,
YX_1009901010_E19,25,Parenchymal,
YX_1009901010_E2,17,Neural,
YX_1009901010_E20,21,Parenchymal,
YX_1009901010_E21,11,Parenchymal,
YX_1009901010_E23,12,Muscle,
YX_1009901010_E24,4,Neoblast,
YX_1009901010_E4,14,Neural,
YX_1009901010_E5,14,Neural,
YX_1009901010_E6,33,Neural_KK7,
YX_1009901010_E7,4,Neoblast,
YX_1009901010_E8,12,Muscle,
YX_1009901010_E9,7,Neural,
YX_1009901010_F1,28,Neural,
YX_1009901010_F10,0,Muscle,
YX_1009901010_F11,13,Muscle,
YX_1009901010_F13,11,Parenchymal,
YX_1009901010_F14,33,Neoblast,
YX_1009901010_F15,8,Epidermal_prog3,
YX_1009901010_F16,41,Muscle,
YX_1009901010_F18,24,Parenchymal,
YX_1009901010_F2,6,Muscle,
YX_1009901010_F20,18,Neural,
YX_1009901010_F21,4,Neoblast,
YX_1009901010_F22,3,Parenchymal,
YX_1009901010_F23,29,Neoblast,
YX_1009901010_F24,39,Neoblast,
YX_1009901010_F4,2,Parenchymal,
YX_1009901010_F5,1,Neoblast,
YX_1009901010_F6,9,Muscle,
YX_1009901010_F7,1,Neoblast,
YX_1009901010_F8,8,Epidermal_prog3,
YX_1009901010_F9,10,Muscle,
YX_1009901010_G1,2,Cathepsin,
YX_1009901010_G10,12,Muscle,
YX_1009901010_G11,17,Neural,
YX_1009901010_G12,11,Parenchymal,
YX_1009901010_G14,4,Neoblast,
YX_1009901010_G15,19,Parenchymal,
YX_1009901010_G16,8,Epidermal_prog3,
YX_1009901010_G17,8,Epidermal_prog3,
YX_1009901010_G18,23,Epidermal_prog1,
YX_1009901010_G2,18,Neural,
YX_1009901010_G20,28,Neural,
YX_1009901010_G21,14,Neural,
YX_1009901010_G24,9,Muscle,
YX_1009901010_G3,1,Neoblast,
YX_1009901010_G4,20,Neural,
YX_1009901010_G5,11,Parenchymal,
YX_1009901010_G6,6,Muscle,
YX_1009901010_G7,24,Parenchymal,
YX_1009901010_G8,24,Parenchymal,
YX_1009901010_G9,20,Neural,
YX_1009901010_H10,30,Neoblast,
YX_1009901010_H11,21,Parenchymal,
YX_1009901010_H12,46,Parenchymal,
YX_1009901010_H13,17,Neural,
YX_1009901010_H14,8,Epidermal_prog2,
YX_1009901010_H16,37,Cathepsin,
YX_1009901010_H17,7,Neural,
YX_1009901010_H18,11,Parenchymal,
YX_1009901010_H22,8,Neoblast,
YX_1009901010_H23,28,Neural,
YX_1009901010_H24,14,Neural,
YX_1009901010_H3,4,Neoblast,
YX_1009901010_H4,11,Parenchymal,
YX_1009901010_H6,11,Parenchymal,
YX_1009901010_H7,34,Neural,
YX_1009901010_H9,21,Parenchymal,
YX_1009901010_I1,3,Parenchymal,
YX_1009901010_I10,21,Parenchymal,
YX_1009901010_I12,12,Muscle,
YX_1009901010_I14,4,Neoblast,
YX_1009901010_I15,28,Neural,
YX_1009901010_I17,0,Muscle,
YX_1009901010_I18,23,Epidermal_prog1,
YX_1009901010_I19,17,Neural,
YX_1009901010_I20,18,Neural,
YX_1009901010_I21,32,Cathepsin,
YX_1009901010_I22,12,Muscle,
YX_1009901010_I24,4,Neoblast,
YX_1009901010_I4,22,Muscle,
YX_1009901010_I5,15,Neoblast,
YX_1009901010_I6,11,Parenchymal,
YX_1009901010_I8,18,Neural,
YX_1009901010_I9,1,Neoblast,
YX_1009901010_J1,33,Neural_KK7,
YX_1009901010_J10,9,Muscle,
YX_1009901010_J12,5,Cathepsin,
YX_1009901010_J13,11,Parenchymal,
YX_1009901010_J17,10,Muscle,
YX_1009901010_J18,3,Parenchymal,
YX_1009901010_J19,13,Muscle,
YX_1009901010_J2,26,Neoblast,
YX_1009901010_J20,20,Neural,
YX_1009901010_J23,4,Neoblast,
YX_1009901010_J24,5,Cathepsin,
YX_1009901010_J4,3,Parenchymal,
YX_1009901010_J5,9,Muscle,
YX_1009901010_J6,21,Parenchymal,
YX_1009901010_J7,2,Parenchymal,
YX_1009901010_J9,39,Gland,
YX_1009901010_K1,0,Muscle,
YX_1009901010_K11,3,Parenchymal,
YX_1009901010_K16,13,Muscle,
YX_1009901010_K17,8,Epidermal_prog2,
YX_1009901010_K18,6,Muscle,
YX_1009901010_K19,5,Cathepsin,
YX_1009901010_K21,17,Neural,
YX_1009901010_K22,15,Neoblast,
YX_1009901010_K23,12,Muscle,
YX_1009901010_K24,23,Epidermal1,
YX_1009901010_K3,4,Neoblast,
YX_1009901010_K4,4,Neoblast,
YX_1009901010_K5,12,Muscle,
YX_1009901010_K6,1,Neoblast,
YX_1009901010_K7,9,Muscle,
YX_1009901010_K8,6,Muscle,
YX_1009901010_L1,2,Parenchymal,
YX_1009901010_L10,3,Parenchymal,
YX_1009901010_L12,13,Muscle,
YX_1009901010_L13,33,Neural,
YX_1009901010_L14,0,Muscle,
YX_1009901010_L15,9,Muscle,
YX_1009901010_L17,9,Muscle,
YX_1009901010_L19,46,Parenchymal,
YX_1009901010_L2,9,Muscle,
YX_1009901010_L21,9,Muscle,
YX_1009901010_L22,5,Cathepsin,
YX_1009901010_L23,8,Epidermal_prog2,
YX_1009901010_L3,11,Parenchymal,
YX_1009901010_L4,17,Neural,
YX_1009901010_L5,6,Muscle,
YX_1009901010_L6,2,Parenchymal,
YX_1009901010_L7,7,Neural,
YX_1009901010_L8,27,Neoblast,
YX_1009901010_L9,32,Neoblast,
YX_1009901010_M1,11,Parenchymal,
YX_1009901010_M10,1,Neoblast,
YX_1009901010_M11,2,Cathepsin,
YX_1009901010_M12,14,Neural,
YX_1009901010_M13,9,Muscle,
YX_1009901010_M15,32,Neoblast,
YX_1009901010_M16,27,Neoblast,
YX_1009901010_M17,7,Neural,
YX_1009901010_M19,24,Parenchymal,
YX_1009901010_M2,21,Parenchymal,
YX_1009901010_M20,21,Parenchymal,
YX_1009901010_M22,24,Parenchymal,
YX_1009901010_M23,21,Parenchymal,
YX_1009901010_M24,11,Parenchymal,
YX_1009901010_M4,5,Cathepsin,
YX_1009901010_M5,6,Muscle,
YX_1009901010_M6,18,Neural,
YX_1009901010_M8,4,Neoblast,
YX_1009901010_N1,42,Neural,
YX_1009901010_N10,4,Neoblast,
YX_1009901010_N11,0,Muscle,
YX_1009901010_N13,2,Parenchymal,
YX_1009901010_N14,13,Muscle,
YX_1009901010_N15,17,Neural,
YX_1009901010_N16,14,Parenchymal,
YX_1009901010_N17,31,Parenchymal,
YX_1009901010_N18,4,Neoblast,
YX_1009901010_N20,4,Neoblast,
YX_1009901010_N21,1,Neoblast,
YX_1009901010_N23,0,Muscle,
YX_1009901010_N3,41,Muscle,
YX_1009901010_N4,27,Neoblast,
YX_1009901010_N6,42,Neural,
YX_1009901010_N7,24,Cathepsin,
YX_1009901010_O10,13,Muscle,
YX_1009901010_O13,0,Muscle,
YX_1009901010_O14,9,Muscle,
YX_1009901010_O15,13,Muscle,
YX_1009901010_O17,10,Muscle,
YX_1009901010_O2,3,Parenchymal,
YX_1009901010_O21,5,Cathepsin,
YX_1009901010_O22,7,Neural,
YX_1009901010_O23,10,Muscle,
YX_1009901010_O24,11,Parenchymal,
YX_1009901010_O3,19,Neural,
YX_1009901010_O4,2,Parenchymal,
YX_1009901010_O5,6,Muscle,
YX_1009901010_O8,18,Neural,
YX_1009901010_O9,20,Neural,
YX_1009901010_P10,21,Parenchymal,
YX_1009901010_P11,18,Neural,
YX_1009901010_P13,13,Muscle,
YX_1009901010_P15,21,Parenchymal,
YX_1009901010_P16,1,Neoblast,
YX_1009901010_P17,7,Neural,
YX_1009901010_P18,8,Epidermal_prog3,
YX_1009901010_P21,6,Muscle,
YX_1009901010_P22,36,Neural,
YX_1009901010_P23,0,Muscle,
YX_1009901010_P4,3,Parenchymal,
YX_1009901010_P6,0,Muscle,
YX_1009901010_P8,3,Parenchymal,
YX_1009901011_A12,9,Muscle,
YX_1009901011_A14,2,Cathepsin,
YX_1009901011_A17,34,Neural,
YX_1009901011_A2,21,Parenchymal,
YX_1009901011_A20,24,Neoblast,
YX_1009901011_A22,1,Neoblast,
YX_1009901011_A24,11,Parenchymal,
YX_1009901011_A3,15,Neoblast,
YX_1009901011_A6,16,Epidermal3,
YX_1009901011_A7,22,Muscle,
YX_1009901011_A8,3,Parenchymal,
YX_1009901011_A9,29,Neoblast,
YX_1009901011_B1,11,Parenchymal,
YX_1009901011_B11,0,Muscle,
YX_1009901011_B12,0,Muscle,
YX_1009901011_B14,15,Neoblast,
YX_1009901011_B16,33,Neural_KK7,
YX_1009901011_B17,37,Cathepsin,
YX_1009901011_B18,0,Muscle,
YX_1009901011_B19,15,Neoblast,
YX_1009901011_B22,27,Neoblast,
YX_1009901011_B23,7,Neural,
YX_1009901011_B24,13,Muscle,
YX_1009901011_B3,5,Cathepsin,
YX_1009901011_B4,17,Parenchymal,
YX_1009901011_B5,1,Neoblast,
YX_1009901011_B7,37,Cathepsin,
YX_1009901011_C1,9,Muscle,
YX_1009901011_C10,16,Epidermal1,
YX_1009901011_C12,1,Neoblast,
YX_1009901011_C13,11,Parenchymal,
YX_1009901011_C14,22,Muscle,
YX_1009901011_C16,9,Muscle,
YX_1009901011_C17,14,Neural,
YX_1009901011_C18,6,Muscle,
YX_1009901011_C19,26,Neoblast,
YX_1009901011_C2,4,Neoblast,
YX_1009901011_C20,5,Cathepsin,
YX_1009901011_C24,1,Neoblast,
YX_1009901011_C4,3,Parenchymal,
YX_1009901011_C6,7,Neural,
YX_1009901011_C7,17,Parenchymal,
YX_1009901011_C8,1,Neoblast,
YX_1009901011_C9,12,Muscle,
YX_1009901011_D10,13,Muscle,
YX_1009901011_D12,3,Parenchymal,
YX_1009901011_D13,2,Parenchymal,
YX_1009901011_D14,22,Muscle,
YX_1009901011_D15,4,Neoblast,
YX_1009901011_D16,11,Parenchymal,
YX_1009901011_D17,11,Parenchymal,
YX_1009901011_D18,4,Neoblast,
YX_1009901011_D19,13,Muscle,
YX_1009901011_D22,3,Parenchymal,
YX_1009901011_D23,7,Neural,
YX_1009901011_D5,16,Epidermal1,
YX_1009901011_D6,16,Epidermal1,
YX_1009901011_D7,1,Neoblast,
YX_1009901011_D8,6,Muscle,
YX_1009901011_D9,2,Parenchymal,
YX_1009901011_E10,18,Neural,
YX_1009901011_E11,11,Parenchymal,
YX_1009901011_E13,45,Muscle,
YX_1009901011_E15,3,Parenchymal,
YX_1009901011_E17,3,Parenchymal,
YX_1009901011_E18,7,Neural,
YX_1009901011_E19,32,Intestine,
YX_1009901011_E22,22,Muscle,
YX_1009901011_E23,26,Neoblast,
YX_1009901011_E24,8,Epidermal_prog3,
YX_1009901011_E3,20,Neural,
YX_1009901011_E5,4,Neoblast,
YX_1009901011_E7,7,Neural,
YX_1009901011_E9,15,Neoblast,
YX_1009901011_F11,4,Neoblast,
YX_1009901011_F12,31,Neural,
YX_1009901011_F14,19,Neural,
YX_1009901011_F15,34,Neural,
YX_1009901011_F17,16,Epidermal3,
YX_1009901011_F18,1,Neoblast,
YX_1009901011_F19,3,Parenchymal,
YX_1009901011_F2,5,Cathepsin,
YX_1009901011_F22,33,Neoblast,
YX_1009901011_F24,27,Neoblast,
YX_1009901011_F3,21,Parenchymal,
YX_1009901011_F4,31,Parenchymal,
YX_1009901011_F5,2,Cathepsin,
YX_1009901011_F6,7,Neural,
YX_1009901011_F7,14,Neural,
YX_1009901011_G1,21,Parenchymal,
YX_1009901011_G10,35,Neural,
YX_1009901011_G11,11,Parenchymal,
YX_1009901011_G12,3,Parenchymal,
YX_1009901011_G15,0,Muscle,
YX_1009901011_G16,14,Neural,
YX_1009901011_G17,26,Neoblast,
YX_1009901011_G18,14,Neural,
YX_1009901011_G2,31,Neural,
YX_1009901011_G21,35,Neural,
YX_1009901011_G22,12,Muscle,
YX_1009901011_G3,3,Parenchymal,
YX_1009901011_G4,20,Neural,
YX_1009901011_G5,12,Muscle,
YX_1009901011_G6,19,Neural,
YX_1009901011_G7,0,Muscle,
YX_1009901011_G8,16,Epidermal2,
YX_1009901011_G9,1,Neoblast,
YX_1009901011_H1,23,Epidermal_prog1,
YX_1009901011_H11,6,Muscle,
YX_1009901011_H12,0,Muscle,
YX_1009901011_H13,21,Parenchymal,
YX_1009901011_H14,12,Muscle,
YX_1009901011_H15,0,Muscle,
YX_1009901011_H16,12,Muscle,
YX_1009901011_H17,23,Epidermal_prog1,
YX_1009901011_H18,2,Cathepsin,
YX_1009901011_H19,13,Muscle,
YX_1009901011_H20,4,Neoblast,
YX_1009901011_H21,28,Neural,
YX_1009901011_H22,4,Neoblast,
YX_1009901011_H23,12,Muscle,
YX_1009901011_H3,2,Parenchymal,
YX_1009901011_H4,32,Intestine,
YX_1009901011_H5,43,Flame cells,
YX_1009901011_H6,1,Neoblast,
YX_1009901011_H9,26,Neoblast,
YX_1009901011_I1,3,Parenchymal,
YX_1009901011_I10,8,Epidermal_prog3,
YX_1009901011_I12,9,Muscle,
YX_1009901011_I14,25,Neoblast,
YX_1009901011_I15,35,Neural,
YX_1009901011_I16,9,Muscle,
YX_1009901011_I17,14,Neural,
YX_1009901011_I18,0,Muscle,
YX_1009901011_I19,11,Parenchymal,
YX_1009901011_I2,2,Cathepsin,
YX_1009901011_I21,29,Neoblast,
YX_1009901011_I23,34,Neural,
YX_1009901011_I3,13,Muscle,
YX_1009901011_I4,17,Parenchymal,
YX_1009901011_I5,0,Muscle,
YX_1009901011_I7,3,Parenchymal,
YX_1009901011_J1,33,Neural_KK7,
YX_1009901011_J11,2,Cathepsin,
YX_1009901011_J12,12,Muscle,
YX_1009901011_J14,2,Cathepsin,
YX_1009901011_J15,6,Muscle,
YX_1009901011_J16,25,Parenchymal,
YX_1009901011_J17,13,Muscle,
YX_1009901011_J18,9,Muscle,
YX_1009901011_J2,35,Neural,
YX_1009901011_J20,8,Epidermal_prog2,
YX_1009901011_J21,41,Muscle,
YX_1009901011_J23,33,Neural_KK7,
YX_1009901011_J24,28,Neural,
YX_1009901011_J3,15,Neoblast,
YX_1009901011_J4,32,Intestine,
YX_1009901011_J5,17,Neural,
YX_1009901011_J6,4,Neoblast,
YX_1009901011_J7,12,Muscle,
YX_1009901011_J8,1,Neoblast,
YX_1009901011_J9,7,Neural,
YX_1009901011_K1,14,Neural,
YX_1009901011_K11,2,Cathepsin,
YX_1009901011_K12,1,Neoblast,
YX_1009901011_K13,25,Parenchymal,
YX_1009901011_K14,0,Muscle,
YX_1009901011_K15,19,Neural,
YX_1009901011_K16,4,Neoblast,
YX_1009901011_K17,33,Neural_KK7,
YX_1009901011_K18,4,Neoblast,
YX_1009901011_K19,17,Neural,
YX_1009901011_K2,1,Neoblast,
YX_1009901011_K20,0,Muscle,
YX_1009901011_K21,4,Neoblast,
YX_1009901011_K22,14,Neural,
YX_1009901011_K23,21,Parenchymal,
YX_1009901011_K24,3,Parenchymal,
YX_1009901011_K3,34,Neural,
YX_1009901011_K4,22,Muscle,
YX_1009901011_K5,42,Neural,
YX_1009901011_K6,2,Parenchymal,
YX_1009901011_K7,5,Cathepsin,
YX_1009901011_K8,33,Neural_KK7,
YX_1009901011_K9,9,Muscle,
YX_1009901011_L1,5,Cathepsin,
YX_1009901011_L12,17,Parenchymal,
YX_1009901011_L13,25,Neoblast,
YX_1009901011_L14,2,Cathepsin,
YX_1009901011_L15,6,Muscle,
YX_1009901011_L16,26,Neoblast,
YX_1009901011_L17,12,Muscle,
YX_1009901011_L18,21,Parenchymal,
YX_1009901011_L19,17,Neural,
YX_1009901011_L2,5,Cathepsin,
YX_1009901011_L20,33,Neural_KK7,
YX_1009901011_L21,38,Muscle,
YX_1009901011_L3,23,Epidermal_prog1,
YX_1009901011_L4,12,Muscle,
YX_1009901011_L5,15,Neoblast,
YX_1009901011_L6,3,Parenchymal,
YX_1009901011_L8,2,Parenchymal,
YX_1009901011_M1,3,Parenchymal,
YX_1009901011_M11,2,Cathepsin,
YX_1009901011_M12,3,Parenchymal,
YX_1009901011_M13,3,Epidermal_prog3,
YX_1009901011_M14,35,Neural,
YX_1009901011_M16,17,Parenchymal,
YX_1009901011_M17,0,Muscle,
YX_1009901011_M18,18,Neural,
YX_1009901011_M2,0,Muscle,
YX_1009901011_M21,28,Neural,
YX_1009901011_M22,31,Parenchymal,
YX_1009901011_M23,3,Parenchymal,
YX_1009901011_M4,40,Neural,
YX_1009901011_M5,17,Parenchymal,
YX_1009901011_M6,12,Muscle,
YX_1009901011_M7,0,Muscle,
YX_1009901011_N1,6,Muscle,
YX_1009901011_N10,3,Parenchymal,
YX_1009901011_N12,26,Neoblast,
YX_1009901011_N13,3,Parenchymal,
YX_1009901011_N14,6,Muscle,
YX_1009901011_N17,1,Neoblast,
YX_1009901011_N18,35,Neural,
YX_1009901011_N19,20,Neural,
YX_1009901011_N2,24,Parenchymal,
YX_1009901011_N21,10,Muscle,
YX_1009901011_N22,19,Neural,
YX_1009901011_N23,3,Parenchymal,
YX_1009901011_N3,5,Cathepsin,
YX_1009901011_N4,2,Cathepsin,
YX_1009901011_N5,15,Neoblast,
YX_1009901011_N6,40,Neural,
YX_1009901011_N7,20,Neural,
YX_1009901011_O1,27,Neoblast,
YX_1009901011_O10,5,Cathepsin,
YX_1009901011_O11,31,Neural,
YX_1009901011_O13,2,Epidermal1,
YX_1009901011_O14,9,Muscle,
YX_1009901011_O16,17,Neural,
YX_1009901011_O18,26,Neoblast,
YX_1009901011_O19,1,Neoblast,
YX_1009901011_O2,0,Muscle,
YX_1009901011_O20,9,Muscle,
YX_1009901011_O21,21,Parenchymal,
YX_1009901011_O22,8,Epidermal_prog3,
YX_1009901011_O23,22,Muscle,
YX_1009901011_O3,16,Epidermal1,
YX_1009901011_O4,7,Neural,
YX_1009901011_O6,8,Epidermal_prog3,
YX_1009901011_O7,21,Parenchymal,
YX_1009901011_O8,5,Cathepsin,
YX_1009901011_O9,17,Neural,
YX_1009901011_P15,1,Neoblast,
YX_1009901011_P16,22,Muscle,
YX_1009901011_P18,6,Muscle,
YX_1009901011_P19,0,Muscle,
YX_1009901011_P20,0,Muscle,
YX_1009901011_P21,26,Neoblast,
YX_1009901011_P22,22,Muscle,
YX_1009901011_P23,9,Muscle,
YX_1009901012_A1,9,Muscle,
YX_1009901012_A10,6,Muscle,
YX_1009901012_A11,36,Neural,
YX_1009901012_A12,2,Parenchymal,
YX_1009901012_A14,22,Muscle,
YX_1009901012_A15,6,Muscle,
YX_1009901012_A16,0,Muscle,
YX_1009901012_A18,26,Neoblast,
YX_1009901012_A19,15,Neoblast,
YX_1009901012_A2,22,Parenchymal,
YX_1009901012_A20,12,Muscle,
YX_1009901012_A21,0,Muscle,
YX_1009901012_A22,3,Parenchymal,
YX_1009901012_A24,22,Muscle,
YX_1009901012_A4,0,Muscle,
YX_1009901012_A5,1,Neoblast,
YX_1009901012_A6,17,Parenchymal,
YX_1009901012_A7,12,Muscle,
YX_1009901012_A8,15,Neoblast,
YX_1009901012_A9,4,Neoblast,
YX_1009901012_B10,3,Parenchymal,
YX_1009901012_B11,24,Parenchymal,
YX_1009901012_B12,11,Parenchymal,
YX_1009901012_B14,1,Neoblast,
YX_1009901012_B15,1,Neoblast,
YX_1009901012_B16,7,Neural,
YX_1009901012_B18,35,Neural,
YX_1009901012_B20,36,Neural,
YX_1009901012_B21,4,Neoblast,
YX_1009901012_B22,0,Muscle,
YX_1009901012_B24,37,Cathepsin,
YX_1009901012_B5,5,Cathepsin,
YX_1009901012_B6,3,Parenchymal,
YX_1009901012_B7,9,Muscle,
YX_1009901012_B9,2,Cathepsin,
YX_1009901012_C1,5,Cathepsin,
YX_1009901012_C10,39,Gland,
YX_1009901012_C11,35,Neural,
YX_1009901012_C12,33,Neural_KK7,
YX_1009901012_C13,0,Muscle,
YX_1009901012_C14,14,Neural,
YX_1009901012_C15,31,Neural,
YX_1009901012_C16,13,Muscle,
YX_1009901012_C17,0,Muscle,
YX_1009901012_C19,4,Neoblast,
YX_1009901012_C2,33,Neoblast,
YX_1009901012_C22,37,Cathepsin,
YX_1009901012_C24,1,Neoblast,
YX_1009901012_C4,13,Muscle,
YX_1009901012_C5,23,Epidermal_prog1,
YX_1009901012_C7,7,Neural,
YX_1009901012_C8,22,Muscle,
YX_1009901012_C9,12,Muscle,
YX_1009901012_D1,41,Muscle,
YX_1009901012_D11,12,Muscle,
YX_1009901012_D12,13,Muscle,
YX_1009901012_D13,16,Epidermal3,
YX_1009901012_D14,19,Parenchymal,
YX_1009901012_D15,31,Neural,
YX_1009901012_D16,18,Neural,
YX_1009901012_D17,3,Parenchymal,
YX_1009901012_D19,14,Neural,
YX_1009901012_D2,1,Neoblast,
YX_1009901012_D20,33,Parenchymal,
YX_1009901012_D21,18,Neural,
YX_1009901012_D23,23,Epidermal_prog1,
YX_1009901012_D24,4,Neoblast,
YX_1009901012_D3,11,Parenchymal,
YX_1009901012_D5,24,Parenchymal,
YX_1009901012_D6,22,Muscle,
YX_1009901012_D7,7,Neural,
YX_1009901012_D8,3,Parenchymal,
YX_1009901012_D9,32,Intestine,
YX_1009901012_E1,4,Neoblast,
YX_1009901012_E10,9,Muscle,
YX_1009901012_E12,13,Muscle,
YX_1009901012_E15,22,Muscle,
YX_1009901012_E16,5,Cathepsin,
YX_1009901012_E17,16,Epidermal2,
YX_1009901012_E18,9,Muscle,
YX_1009901012_E19,29,Neoblast,
YX_1009901012_E2,31,Neural,
YX_1009901012_E21,15,Neoblast,
YX_1009901012_E22,15,Neoblast,
YX_1009901012_E23,41,Neural,
YX_1009901012_E24,32,Neoblast,
YX_1009901012_E3,1,Neoblast,
YX_1009901012_E4,2,Cathepsin,
YX_1009901012_E5,0,Muscle,
YX_1009901012_E6,8,Epidermal_prog2,
YX_1009901012_E8,5,Cathepsin,
YX_1009901012_E9,2,Cathepsin,
YX_1009901012_F1,22,Muscle,
YX_1009901012_F10,31,Parenchymal,
YX_1009901012_F11,35,Neural,
YX_1009901012_F12,15,Neoblast,
YX_1009901012_F13,20,Neural,
YX_1009901012_F15,3,Parenchymal,
YX_1009901012_F16,44,Neural,
YX_1009901012_F17,2,Cathepsin,
YX_1009901012_F18,7,Neural,
YX_1009901012_F19,0,Muscle,
YX_1009901012_F2,34,Neural,
YX_1009901012_F20,16,Epidermal1,
YX_1009901012_F21,3,Parenchymal,
YX_1009901012_F22,34,Neural,
YX_1009901012_F23,18,Neural,
YX_1009901012_F24,31,Neural,
YX_1009901012_F3,36,Neural,
YX_1009901012_F4,3,Parenchymal,
YX_1009901012_F5,39,Neoblast,
YX_1009901012_F6,0,Muscle,
YX_1009901012_F7,20,Neural,
YX_1009901012_F9,8,Epidermal_prog3,
YX_1009901012_G1,13,Muscle,
YX_1009901012_G10,19,Neural,
YX_1009901012_G12,4,Neoblast,
YX_1009901012_G14,0,Muscle,
YX_1009901012_G17,31,Neural,
YX_1009901012_G19,13,Muscle,
YX_1009901012_G20,41,Muscle,
YX_1009901012_G21,35,Neural,
YX_1009901012_G23,23,Epidermal_prog1,
YX_1009901012_G3,24,Epidermal_prog2,
YX_1009901012_G4,4,Neoblast,
YX_1009901012_G5,8,Epidermal_prog3,
YX_1009901012_G7,0,Muscle,
YX_1009901012_G8,20,Neural,
YX_1009901012_G9,40,Neural,
YX_1009901012_H1,0,Muscle,
YX_1009901012_H11,9,Muscle,
YX_1009901012_H13,33,Neural_KK7,
YX_1009901012_H14,15,Neoblast,
YX_1009901012_H17,19,Neural,
YX_1009901012_H18,5,Cathepsin,
YX_1009901012_H19,20,Neural,
YX_1009901012_H2,16,Epidermal1,
YX_1009901012_H20,20,Neural,
YX_1009901012_H22,14,Neural,
YX_1009901012_H23,13,Muscle,
YX_1009901012_H24,35,Neural,
YX_1009901012_H3,5,Cathepsin,
YX_1009901012_H4,9,Muscle,
YX_1009901012_H5,11,Parenchymal,
YX_1009901012_H8,7,Neural,
YX_1009901012_H9,20,Neural,
YX_1009901012_I10,2,Parenchymal,
YX_1009901012_I11,3,Parenchymal,
YX_1009901012_I14,2,Parenchymal,
YX_1009901012_I15,17,Parenchymal,
YX_1009901012_I17,24,Parenchymal,
YX_1009901012_I18,5,Cathepsin,
YX_1009901012_I19,12,Muscle,
YX_1009901012_I22,44,Neural,
YX_1009901012_I23,39,Muscle,
YX_1009901012_I24,0,Muscle,
YX_1009901012_I3,14,Neural,
YX_1009901012_I4,8,Epidermal_prog3,
YX_1009901012_I5,7,Neural,
YX_1009901012_I6,1,Neoblast,
YX_1009901012_I8,0,Muscle,
YX_1009901012_I9,0,Muscle,
YX_1009901012_J1,6,Muscle,
YX_1009901012_J10,8,Epidermal1,
YX_1009901012_J11,0,Muscle,
YX_1009901012_J12,4,Neoblast,
YX_1009901012_J13,4,Neoblast,
YX_1009901012_J14,1,Neoblast,
YX_1009901012_J15,9,Muscle,
YX_1009901012_J16,34,Neural,
YX_1009901012_J18,38,Muscle,
YX_1009901012_J19,42,Neural,
YX_1009901012_J2,39,Neoblast,
YX_1009901012_J20,15,Neoblast,
YX_1009901012_J22,31,Neural,
YX_1009901012_J23,1,Neoblast,
YX_1009901012_J24,1,Neoblast,
YX_1009901012_J3,7,Neural,
YX_1009901012_J4,30,Neoblast,
YX_1009901012_J7,12,Muscle,
YX_1009901012_J8,34,Neural,
YX_1009901012_J9,1,Neoblast,
YX_1009901012_K11,29,Neoblast,
YX_1009901012_K12,1,Neoblast,
YX_1009901012_K13,21,Parenchymal,
YX_1009901012_K14,20,Neural,
YX_1009901012_K17,4,Neoblast,
YX_1009901012_K18,9,Muscle,
YX_1009901012_K2,14,Neural,
YX_1009901012_K20,5,Cathepsin,
YX_1009901012_K21,22,Muscle,
YX_1009901012_K22,8,Epidermal_prog2,
YX_1009901012_K23,0,Muscle,
YX_1009901012_K4,14,Neural,
YX_1009901012_K6,4,Neoblast,
YX_1009901012_K7,1,Neoblast,
YX_1009901012_L1,12,Muscle,
YX_1009901012_L13,7,Neural,
YX_1009901012_L14,31,Neural,
YX_1009901012_L15,30,Neoblast,
YX_1009901012_L16,36,Neural,
YX_1009901012_L17,0,Muscle,
YX_1009901012_L18,20,Neural,
YX_1009901012_L19,15,Neoblast,
YX_1009901012_L2,1,Neoblast,
YX_1009901012_L21,1,Neoblast,
YX_1009901012_L24,24,Epidermal_prog2,
YX_1009901012_L3,11,Parenchymal,
YX_1009901012_L4,30,Neoblast,
YX_1009901012_L5,24,Epidermal_prog2,
YX_1009901012_L6,7,Neural,
YX_1009901012_L7,2,Parenchymal,
